Client,Case Study or Client Story,Industry,Vertical,Product,Summary,Link,Quarter,Primary region
Samsung,Client story,Consumer Electronics,Brand,R&R,Mobile app increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,APAC
Samsung,Client story,Consumer Electronics,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Samsung,Client story,Consumer Electronics,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Samsung NZ,Client story,Consumer Electronics,Brand,R&R,"Multi-score catalog matching yields growth in review volume and review coverage
",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,APAC
Saturn,Client story,Consumer Electronics,Retail,R&R,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
Schwan’s,Client story,Food / Beverage / Drug,Brand,R&R,Insights leads to improvements in product information and marketing (and conversion),https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Sephora,Client story,Health / Beauty,Retail,R&R,Sephora launch R&R in UAE with custom API display built by Bazaarvoice,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,EMEA
Sephora,Client story,Health / Beauty,Retail,R&R,Operational success helps improve fraud technology to combat employee reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Sephora,Client story,Health / Beauty,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Sephora France,Client story,Health / Beauty,Retail,Curations,"Sephora used BV Curations as a way to encourage loyal customers to post photos. The beauty addicts were invited to pre-launch events with Kat Von D herself and the #SephoralovesKatvonDwas launched for the occasion. All the pictures were displayed on a landing page that presented the brand and the products, one month before the official launch
”The best launching ever and the first make-up brand” as per the campaign director. In less than a month we registered 61.2K page views and 6,270 interactions. The tagging is now active; the visitors who interact are 24% more likely to purchase and the revenue per visitor is 38.5% higher when interacting",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,EMEA
SeroVital,Client story,Health / Beauty,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Shark and Ninja,Client story,Hardware / Home Appliance Electronics,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Shaver Shop,Client story,Health / Beauty,Retail,"R&R,Q&A",Increase scale of R&R and Q&A ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Shell,Client story,Energy / Petroleum,Brand,R&R,Developed and implemented a custom Value Measurement Strategy that aligns with Shell Lubricants’ specific business goals/values and is validated and endorsed by Shell’s research team. See file for specific data.,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
Sheplers,Client story,Apparel / Accessories,Retail,R&R,Increases Review Volume through PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Simply-be,Client story,Apparel / Accessories,Retail,R&R,TVRI complete customer journey,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
Smarties,Client story,Food / Beverage / Drug,Brand,R&R,Staff and employee reviews,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
Solowave,Client story,Sporting Goods / Outdoors,Brand,R&R,Creating an assembly video based on feedback and experienced boost in ratings,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
Solstice Sunglasses,Client story,Apparel / Accessories,Retail,"R&R,Curations",Solstice Increases Online sales through syndicated R&R and Curations Content,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Solstice Sunglasses,Client story,Apparel / Accessories,Retail,R&R,PIE fixes drives volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Sony,Client story,Consumer Electronics,Brand,R&R,Re-engaging Sony EU for network expansion partnership,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,EMEA
Sony,Client story,Consumer Electronics,Brand,Sampling,Sampling drives volume and retail success,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,EMEA
Space NK,Client story,Health / Beauty,Retail,R&R,Increasing review volume by linking review submission to loyalty program,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,EMEA
Steve Madden,Client story,Footwear,Brand,R&R,Leading with Loyalty – Steve Madden bridges data gap and scores reviews ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
STIHL,Client story,Hardware / Home Improvement,Brand,R&R,"After realizing they collect Location data in their review submission, they located brand loyalists by city and state and reached out to reviewers to arrange photoshoots. Their Real People STIHL People campaign has fueled endless content for print and digital properties, increased efficiency in vetting and stickier content for consumer engagement.",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
STIHL,Client story,Consumer Electronics,Brand,Spotlights,Spotlights ensured SERP stability despite Google algorithm change,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
STIHL,Client story,Hardware / Home Improvement,Brand,R&R,Dealer review program drives review volume and coverage,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,NA
STIHL,Client story,Hardware / Home Improvement,Brand,R&R,STIHL social post with CGC amplification,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,NA
STIHL,Client story,Hardware / Home Improvement,Brand,R&R,STIHL plays on your heartstrings with their UGC ode to 5-star Dads amplification,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
STIHL,Client story,Hardware / Home Improvement,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
Stoner Care Care,Client story,Chemicals,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Summers Eve,Client story,CPG (Consumer Packaged Goods),Brand,R&R,"Sweeps via email increased review volume by 2,783%, rating from 3.9 to 4.9, recommend to a friend from 68% to 99% and syndication increased from 610 to 60,000 reviews",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
Summit Racing,Client story,Automotive,Retail,Q&A,Built a customized answering solution to address high volume of questions,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,NA
Suncorp,Client story,Financial Services,Financial Services,R&R,Review carousel to drive engagement & sales ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,APAC
Sunex Tools,Client story,Automotive,Brand,Sampling,"Sampling increases review volume, site traffic and site engagement",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,NA
Super Retail Group,Client story,Automotive,Retail,R&R,Super Retail Group embraces Omni-channel approach,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,APAC
Supercheap Auto,Client story,Automotive,Retail,R&R,Responding to reviews drives sales increase for Supercheap Auto ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Superdrug,Client story,Health / Beauty,Retail,R&R,CGC at point of sale in-store yields sales uplift; +12.5% sales at stores with CGC at POS,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
Superdrug,Client story,Health / Beauty,Retail,R&R,"Inbound syndication yields huge results in all metrics; +154% conversion rate, +114% RPV, 88% of reviews come via syndication, 12.5% in-store sales lift ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,EMEA
Swimsuits for All,Client story,Apparel / Accessories,Retail,R&R,Increasing product coverage to drive conversion during busy season,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Swimsuits for All,Client story,Sporting Goods / Outdoors,Retail,R&R,Swimsuits for All increases engagement on product pages,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
SXLZ,Client story,Sporting Goods / Outdoors,Brand,R&R,SKLZ PIE enablement leads to increase in brand sentiment,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
T2 Tea,Client story,Food / Beverage / Drug,Retail,R&R,Review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Target,Client story,Mass Merchant / Department Store,Retail,R&R,PIE drives higher average ratings; average ratings drops to below 4.0 during times when PIE is off,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Target,Client story,Mass Merchant / Department Store,Retail,R&R,PIE Drives Higher Average Ratings for Target,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Target,Client story,Mass Merchant / Department Store,Retail,R&R,Sweeps and PIE increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,APAC
Target,Client story,Mass Merchant / Department Store,Retail,Sampling,Target relies on sampling for private brand launch ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Target AU,Client story,Mass Merchant / Department Store,Retail,R&R,Improves product feed for better syndication results,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,APAC
Target AU,Client story,Mass Merchant / Department Store,Retail,R&R,Migrate from PRR to Conversations and see immediate impact,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Tefal,Client story,Hardware / Home Appliance Electronics,Brand,Sampling,Driving qualified reviews from Sampling Campaign ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,APAC
Tefal,Client story,Hardware / Home Appliance Electronics,Brand,R&R,Targeted EDM Sweepstakes,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
The Body Shop,Client story,Health / Beauty,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
The Body Shop FR,Client story,Health / Beauty,Brand,R&R,"Sweepstakes via multiple channels highlighting the products to review, resulting in 641 reviews in 24 hours and +13% coverage",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,EMEA
The Body Shop USA,Client story,Health / Beauty,Brand,R&R,"Sweeps yields 8% lift in conversion, 9% lift in revenue/visitor and 2nd place in global contest",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
The Children's Place,Client story,Apparel / Accessories,Retail,Spotlights,"Spotlights expanded keyword footprint, improved keyword rank and improved organic CTR",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
The Childrens Place,Client story,Apparel / Accessories,Retail,R&R,The Children’s Place test InMail with In-Store PIE to gain buy-in from business,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
The Childrens Place,Client story,Apparel / Accessories,Retail,R&R,The Children’s Place saves dollars and see success through Bazaarvoice emails,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
The Container Store,Client story,Home Improvement/Furnishings,Retail,R&R,PIE and sweeps drives volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
The Container Store,Client story,Home Improvement/Furnishings,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
The Entertainer Toy Shop,Client story,Toys / Games / Hobbies,Retail,R&R,Implemented a scratch card competition to capture customer contact info and send PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,APAC
The Gap,Client story,Apparel / Accessories,Retail,R&R,Gap Inc. battled email fatigue by revamping their solicitation strategy,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
The Golf Warehouse,Client story,Sporting Goods / Outdoors,Retail,R&R,Top Rated products boosts email engagement,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Things Remembered,Client story,Flowers/Gifts,Retail,R&R,BV operational,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Timex,Client story,Consumer Electronics,Brand,R&R,Test of BV PIE leads to significant response and volume increase; +258% response rate,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Tommy Bahama,Client story,Apparel / Accessories,Retail,R&R,Staff reviews with PHOTOS make strong impact ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
Tommy Bahama & Citizen,Client story,Apparel / Accessories,Retail,R&R,Amplification drives conversion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Tory Burch,Client story,Apparel / Accessories,Brand,R&R,Tory Burch focuses on in-store feedback to increase sales,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Tory Burch,Client story,Luxury Apparel,Brand,R&R,Sweeps increases volume and sales,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Total Wine,Client story,Food / Beverage / Drug,Retail,R&R,Enabling syndication in a regulated market,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Toys R Us,Client story,Toys / Games / Hobbies,Retail,R&R,Toys”R”Us-CA working smarter not harder to address holiday customer service demand,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EkEnXd_67tdGgyWtXFw5Lz4Bzwf49xsOycZk4ADgvP594A?e=Ri6hHU,FY18 Q3,NA
Toys R Us CA,Client story,Toys / Games / Hobbies,Retail,R&R,Defines ROI of investing in Mobile Site,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Toys R Us Japan,Client story,Toys / Games / Hobbies,Retail,R&R,Co-branded sweeps,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,APAC
Tractor Supply,Client story,Pets,Brand,R&R,Tractor Supply Builds Awareness for Premium Pet Food with Sampling,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,NA
Tractor Supply,Client story,Hardware / Home Improvement,Retail,R&R,In-store PIE increases volume and conversion,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Traditional Firearms,Client story,Sporting Goods / Outdoors,Brand,Brand Edge,Sweepstakes drives volume for Brand Edge,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElD30FFvwXhEqnsgNhfNBjIByDlLyjEnLcF9zORHazjarQ?e=1pRMjb,FY19 Q1,NA
Trend Micro,Client story,Software,Brand,R&R,Higher CTR with amplified reviews in email,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Trend Micro,Client story,Software,Brand,R&R,Maximizing the use of R&R program,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,APAC
Trend Micro,Client story,Software,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Et5L1G8UthhEhHvD0fGb-f4BE5CXv8V_los-nOqqz9nKMw?e=BGGv9I,FY21 Q2,
TurboTax,Client story,Software,Brand,R&R,Presented powerful ROI readout reflecting a $330K ROI impact for the retail group alone,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,NA
Turtle Wax EMEA,Client story,Automotive,Brand,"Curations,Sampling","Strategic non-transactional volume strategy, tying together Sampling, Curations, R&R and Q&A",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q1/Q2,EMEA
Tylenol,Client story,Pharmaceuticals,Brand,R&R,Tylenol leverages consumer panel in lieu of sampling,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ElcJTDMa6RJKuwRnkDd7KdgB203SXb3R71C48drbDB1y8Q?e=Fa2ejw,FY18 Q4,NA
Tyson,Client story,Food / Beverage / Drug,Brand,R&R,Tyson activates proactive collection campaign to avoid taking down R&R from homepage,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Ulla Popken,Client story,Apparel / Accessories,Retail,Curations,Ulla Popken uses real-time Curations at an event to support the launch of a new fashion line,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eik7uj87Hv1Kvdj-NKFzGigBRPZzOLga5uVp_iEF7a68FA?e=Aytx3X,FY19 Q2,EMEA
Under Armour,Client story,Sporting Goods / Outdoors,Brand,R&R,"Incentivized PIE to those who didn't respond to the initial PIE increased ratings, volume, conversions, coverage and revenue; From 75%  to 95% coverage, 0.72% YoY converison lift,  42% YoY revenue lift, $335,000 additional revenue",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Unilever,Client story,CPG (Consumer Packaged Goods),Brand,R&R,"“Real Women, Real Reviews"" campaign on website and TV ads",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
Unilever,Client story,CPG (Consumer Packaged Goods),Brand,R&R,Showcase the company's best-in-class usage of CGC,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Eg9ETkiwqnVNt8UA6-5qcHQBacRDICLAglbhDfv5_ydcoA?e=AOPMGZ,FY17 Q3,NA
